Sr.No,Year,Facility_number,Facility_name,Start_date,End_date,Country_name,Type_of_control,Hours_type,Productive_hours,Productive_hours_per_adjusted_patient_day,performance
4530,2009,106331164,"DESERT REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,Riverside,Investor,"Fiscal Services Cost Centers",152690,1,NULL
4531,2009,106331164,"DESERT REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,Riverside,Investor,"Administrative Services Cost Centers",220352,2,NULL
4532,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Management & Supervision",268206,3,NULL
4533,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Technician & Specialist",1037810,10,NULL
4534,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Registered Nurse",852765,8,NULL
4535,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Licensed Vocational Nurse",21413,0,NULL
4536,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Aides & Orderlies",179475,2,NULL
4537,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Clerical & Other Administrative",577367,5,NULL
4538,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Environmental & Food Services",288773,3,NULL
4539,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,Other,214348,2,NULL
4540,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Contracted Registry Nursing",47002,0,NULL
4541,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Contracted Other",18457,0,NULL
4542,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Daily Cost Centers",821688,8,NULL
4543,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Ambulatory Cost Centers",294929,3,NULL
4544,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Ancillary Cost Centers",1044900,10,NULL
4545,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Education Cost Centers",0,0,NULL
4546,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"General Services Cost Centers",664798,6,NULL
4547,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Fiscal Services Cost Centers",284845,3,NULL
4548,2009,106331168,"EISENHOWER MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,Non-Profit,"Administrative Services Cost Centers",379158,4,NULL
4549,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Management & Supervision",33084,0,NULL
4550,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Technician & Specialist",383883,4,NULL
4551,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Registered Nurse",536834,6,NULL
4552,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Licensed Vocational Nurse",134816,1,NULL
4553,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Aides & Orderlies",160071,2,NULL
4554,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Clerical & Other Administrative",224272,2,NULL
4555,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Environmental & Food Services",3269,0,NULL
4556,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,Other,0,0,NULL
4557,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Contracted Registry Nursing",40920,0,NULL
4558,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Contracted Other",349,0,NULL
4559,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Daily Cost Centers",681942,8,NULL
4560,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Ambulatory Cost Centers",157621,2,NULL
4561,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Ancillary Cost Centers",391270,4,NULL
4562,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Education Cost Centers",0,0,NULL
4563,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"General Services Cost Centers",119441,1,NULL
4564,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Fiscal Services Cost Centers",52805,1,NULL
4565,2009,106331194,"HEMET VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Administrative Services Cost Centers",114419,1,NULL
4566,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Management & Supervision",79398,2,NULL
4567,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Technician & Specialist",228626,6,NULL
4568,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Registered Nurse",336639,8,NULL
4569,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Licensed Vocational Nurse",15044,0,NULL
4570,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Aides & Orderlies",50929,1,NULL
4571,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Clerical & Other Administrative",210857,5,NULL
4572,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Environmental & Food Services",12521,0,NULL
4573,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,Other,9526,0,NULL
4574,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Contracted Registry Nursing",26569,1,NULL
4575,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Contracted Other",2898,0,NULL
4576,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Daily Cost Centers",313478,8,NULL
4577,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Ambulatory Cost Centers",119624,3,NULL
4578,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Ancillary Cost Centers",284606,7,NULL
4579,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Education Cost Centers",0,0,NULL
4580,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"General Services Cost Centers",88006,2,NULL
4581,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Fiscal Services Cost Centers",65860,2,NULL
4582,2009,106331216,"JOHN F. KENNEDY MEMORIAL HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Administrative Services Cost Centers",101433,3,NULL
4583,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Management & Supervision",22885,2,NULL
4584,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Technician & Specialist",28289,3,NULL
4585,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Registered Nurse",19272,2,NULL
4586,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Licensed Vocational Nurse",24169,2,NULL
4587,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Aides & Orderlies",25584,2,NULL
4588,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Clerical & Other Administrative",33231,3,NULL
4589,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Environmental & Food Services",26352,2,NULL
4590,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,Other,0,0,NULL
4591,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Contracted Registry Nursing",0,0,NULL
4592,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Contracted Other",0,0,NULL
4593,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Daily Cost Centers",77905,7,NULL
4594,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Ambulatory Cost Centers",9125,1,NULL
4595,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Ancillary Cost Centers",12477,1,NULL
4596,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Education Cost Centers",0,0,NULL
4597,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"General Services Cost Centers",42524,4,NULL
4598,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Fiscal Services Cost Centers",13796,1,NULL
4599,2009,106331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE",1/1/2009,12/31/2009,Riverside,Investor,"Administrative Services Cost Centers",23955,2,NULL
4600,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Management & Supervision",36547,3,NULL
4601,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Technician & Specialist",61185,5,NULL
4602,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Registered Nurse",55742,5,NULL
4603,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Licensed Vocational Nurse",18521,2,NULL
4604,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Aides & Orderlies",22358,2,NULL
4605,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Clerical & Other Administrative",89736,7,NULL
4606,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Environmental & Food Services",34312,3,NULL
4607,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,Other,0,0,NULL
4608,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Contracted Registry Nursing",29216,2,NULL
4609,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Contracted Other",317,0,NULL
4610,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Daily Cost Centers",91091,8,NULL
4611,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Ambulatory Cost Centers",26624,2,NULL
4612,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Ancillary Cost Centers",69892,6,NULL
4613,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Education Cost Centers",0,0,NULL
4614,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"General Services Cost Centers",68438,6,NULL
4615,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Fiscal Services Cost Centers",50882,4,NULL
4616,2009,106331288,"PALO VERDE HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Administrative Services Cost Centers",40149,3,NULL
4617,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Management & Supervision",107513,2,NULL
4618,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Technician & Specialist",331032,7,NULL
4619,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Registered Nurse",274983,6,NULL
4620,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Licensed Vocational Nurse",45760,1,NULL
4621,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Aides & Orderlies",67882,1,NULL
4622,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Clerical & Other Administrative",281886,6,NULL
4623,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Environmental & Food Services",88163,2,NULL
4624,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,Other,31545,1,NULL
4625,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Contracted Registry Nursing",217210,5,NULL
4626,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Contracted Other",14939,0,NULL
4627,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Daily Cost Centers",493319,10,NULL
4628,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Ambulatory Cost Centers",122903,3,NULL
4629,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Ancillary Cost Centers",331684,7,NULL
4630,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Education Cost Centers",0,0,NULL
4631,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"General Services Cost Centers",229886,5,NULL
4632,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Fiscal Services Cost Centers",125039,3,NULL
4633,2009,106331293,"PARKVIEW COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Non-Profit,"Administrative Services Cost Centers",158082,3,NULL
4634,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Management & Supervision",152244,1,NULL
4635,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Technician & Specialist",329185,3,NULL
4636,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Registered Nurse",1159040,9,NULL
4637,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Licensed Vocational Nurse",46120,0,NULL
4638,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Aides & Orderlies",495427,4,NULL
4639,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Clerical & Other Administrative",271361,2,NULL
4640,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Environmental & Food Services",239748,2,NULL
4641,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,Other,0,0,NULL
4642,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Contracted Registry Nursing",72200,1,NULL
4643,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Contracted Other",22674,0,NULL
4644,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Daily Cost Centers",1126332,9,NULL
4645,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Ambulatory Cost Centers",219887,2,NULL
4646,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Ancillary Cost Centers",812531,6,NULL
4647,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Education Cost Centers",0,0,NULL
4648,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"General Services Cost Centers",393194,3,NULL
4649,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Fiscal Services Cost Centers",8394,0,NULL
4650,2009,106331312,"RIVERSIDE COMMUNITY HOSPITAL",1/1/2009,12/31/2009,Riverside,Investor,"Administrative Services Cost Centers",227661,2,NULL
4651,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Management & Supervision",66958,2,NULL
4652,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Technician & Specialist",129523,5,NULL
4653,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Registered Nurse",145036,5,NULL
4654,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Licensed Vocational Nurse",43724,2,NULL
4655,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Aides & Orderlies",39959,1,NULL
4656,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Clerical & Other Administrative",103853,4,NULL
4657,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Environmental & Food Services",46957,2,NULL
4658,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,Other,7095,0,NULL
4659,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Contracted Registry Nursing",12285,0,NULL
4660,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Contracted Other",6001,0,NULL
4661,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Daily Cost Centers",186079,7,NULL
4662,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Ambulatory Cost Centers",56201,2,NULL
4663,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Ancillary Cost Centers",154085,6,NULL
4664,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Education Cost Centers",0,0,NULL
4665,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"General Services Cost Centers",86084,3,NULL
4666,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Fiscal Services Cost Centers",52996,2,NULL
4667,2009,106331326,"SAN GORGONIO MEMORIAL HOSPITAL",7/1/2008,6/30/2009,Riverside,District,"Administrative Services Cost Centers",64056,2,NULL
4668,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Management & Supervision",59601,5,NULL
4669,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Technician & Specialist",74790,6,NULL
4670,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Registered Nurse",71263,6,NULL
4671,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Licensed Vocational Nurse",50675,4,NULL
4672,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Aides & Orderlies",49482,4,NULL
4673,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Clerical & Other Administrative",30884,3,NULL
4674,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Environmental & Food Services",25363,2,NULL
4675,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,Other,0,0,NULL
4676,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Contracted Registry Nursing",3478,0,NULL
4677,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Contracted Other",3951,0,NULL
4678,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Daily Cost Centers",176462,15,NULL
4679,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Ambulatory Cost Centers",9829,1,NULL
4680,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Ancillary Cost Centers",60122,5,NULL
4681,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Education Cost Centers",0,0,NULL
4682,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"General Services Cost Centers",59033,5,NULL
4683,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Fiscal Services Cost Centers",9278,1,NULL
4684,2009,106332172,"VISTA HOSPITAL OF RIVERSIDE",1/1/2009,12/31/2009,Riverside,Investor,"Administrative Services Cost Centers",54763,5,NULL
4685,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Management & Supervision",19996,1,NULL
4686,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Technician & Specialist",143224,6,NULL
4687,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Registered Nurse",202974,8,NULL
4688,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Licensed Vocational Nurse",20186,1,NULL
4689,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Aides & Orderlies",54884,2,NULL
4690,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Clerical & Other Administrative",74778,3,NULL
4691,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Environmental & Food Services",64,0,NULL
4692,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,Other,0,0,NULL
4693,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Contracted Registry Nursing",35453,1,NULL
4694,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Contracted Other",906,0,NULL
4695,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Daily Cost Centers",236905,9,NULL
4696,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Ambulatory Cost Centers",64501,2,NULL
4697,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Ancillary Cost Centers",142626,6,NULL
4698,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Education Cost Centers",0,0,NULL
4699,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"General Services Cost Centers",37783,1,NULL
4700,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Fiscal Services Cost Centers",20553,1,NULL
4701,2009,106334018,"MENIFEE VALLEY MEDICAL CENTER",7/1/2008,6/30/2009,Riverside,District,"Administrative Services Cost Centers",50097,2,NULL
4702,2009,106334025,"KAISER FOUNDATION HOSPITAL - RIVERSIDE",1/1/2009,12/31/2009,Riverside,Non-Profit,"Management & Supervision",0,0,NULL
4703,2009,106334025,"KAISER FOUNDATION HOSPITAL - RIVERSIDE",1/1/2009,12/31/2009,Riverside,Non-Profit,"Technician & Specialist",0,0,NULL
4704,2009,106334025,"KAISER FOUNDATION HOSPITAL - RIVERSIDE",1/1/2009,12/31/2009,Riverside,Non-Profit,"Registered Nurse",1061544,19,NULL
4705,2009,106334025,"KAISER FOUNDATION HOSPITAL - RIVERSIDE",1/1/2009,12/31/2009,Riverside,Non-Profit,"Licensed Vocational Nurse",26907,0,NULL
4706,2009,106334025,"KAISER FOUNDATION HOSPITAL - RIVERSIDE",1/1/2009,12/31/2009,Riverside,Non-Profit,"Aides & Orderlies",91776,2,NULL
4707,2009,106334025,"KAISER FOUNDATION HOSPITAL - RIVERSIDE",1/1/2009,12/31/2009,Riverside,Non-Profit,"Clerical & Other Administrative",0,0,NULL
4708,2009,106334025,"KAISER FOUNDATION HOSPITAL - RIVERSIDE",1/1/2009,12/31/2009,Riverside,Non-Profit,"Environmental & Food Services",0,0,NULL
4709,2009,106334025,"KAISER FOUNDATION HOSPITAL - RIVERSIDE",1/1/2009,12/31/2009,Riverside,Non-Profit,Other,1512020,27,NULL
4710,2009,106334025,"KAISER FOUNDATION HOSPITAL - RIVERSIDE",1/1/2009,12/31/2009,Riverside,Non-Profit,"Contracted Registry Nursing",199,0,NULL
